Country,City,Line,Phase,Start year,End year,RR?,Length,TunnelPer,Tunnel,Elevated,Atgrade,Stations,Platform Length (Meters),Source1,Cost,Currency,Year,PPP rate,Real cost,Cost/km (Millions),Inflation Index,Real cost (2025 dollars),Cost/km (2025 dollars),Source2,Reference,,,,
IN,Gurgaon,Gurgaon,Phase 1,2009,2013,0,5.5,0.00%,0,0,0,6,,Wiki,"10,880",INR,2011,0.064,696.32,126.6,1.423625961,991.3,180.2,Media,http://archive.indianexpress.com/news/gurgaon-rapid-metro-begins-trial-runs/1011112/0,,,,
IN,Gurgaon,Gurgaon,Phase 2,2013,2017,0,6.3,0.00%,0,0,0,5,,Wiki,"24,230",INR,2015,0.052,1259.96,200.0,1.351080302,"1,702.3",270.2,Media,http://www.ptinews.com/news/8562521_Second-phase-of-Gurgaon-s-Rapid-Metro-launched.html,,,,
IN,Nagpur,Nagpur,Phase 1,2014,2020,0,38.2,0.00%,0,0,0,40,,Media,"86,800",INR,2014,0.054,4687.2,122.7,1.352684002,"6,340.3",166.0,Plan,http://www.metrorailnagpur.com/projectprofile.aspx,,,,
IN,Nagpur,Nagpur,Phase 2,,,0,43.8,0.00%,0,0,0,32,,Plan,"112,160",INR,2018,0.048,5383.68,122.9,1.275269108,"6,865.6",156.7,Media,https://timesofindia.indiatimes.com/city/nagpur/mahametro-saves-rs1850cr-in-nagpur-metro-phase-ii/articleshow/67371648.cms,,,,
IN,Ahmadabad,Line,Phase 1,2015,2023,0,40,16.00%,6.4,0,0,33,,Wiki,"127,000",INR,2019,0.047,5969,149.2,1.252572783,"7,476.6",186.9,Media,https://indianexpress.com/article/cities/ahmedabad/ahmedabad-metro-phase-1-delay-makes-cost-jump-by-rs-2000-cr-6486037/,,,,
IN,Hyderabad,Metro,Phase 1,2012,2020,0,72,0.00%,0,0,0,66,,Media,"188,000",INR,2016,0.05,9400,130.6,1.334248584,"12,541.9",174.2,Media,https://www.indiatoday.in/india/story/hyderabad-metro-project-delay-by-l-and-t-pushes-up-cost-by-over-30-per-cent-1094750-2017-11-26,,,,
IN,Hyderabad,Airport express,Airport express,2020,,0,31,8.00%,2.5,0,0,10,,Media,"46,500",INR,2020,0.047,2185.5,70.5,1.237308306,"2,704.1",87.2,Media,https://www.thehindu.com/news/cities/Hyderabad/airport-metro-to-have-underground-section-connecting-to-passenger-terminal/article29317205.ece,,,,
IN,Chennai,Phase 1,Phase 1,2009,2019,0,45.1,53.00%,24,0,0,34,,Trade,"200,000",INR,2014,0.054,10800,239.5,1.352684002,"14,609.0",323.9,Media,https://www.business-standard.com/article/current-affairs/phase-ii-chennai-metro-project-to-cost-rs-36-000-cr-114022800932_1.html,,,,
IN,Chennai,Phase 1,Phase 1 extension,2016,2020,0,9.1,26.00%,2.4,0,0,9,,Trade,"37,700",INR,2018,0.048,1809.6,198.9,1.275269108,"2,307.7",253.6,Trade,https://themetrorailguy.com/chennai-metro-phase-1-extension-information-route-maps-tenders-updates/,,,,
IN,Chennai,Phase 2,Phase 2,2020,2026,0,118.9,36.00%,42.8,0,0,128,,Media,"691,800",INR,2023,0.047,32514.6,273.5,1.050957985,"34,171.5",287.4,Media,https://www.businesstoday.in/sectors/infra/relief-for-commuters-in-chennai-metro-network-to-expand-phase-ii-work-begins/story/350907.html,,,,
CH,Geneva,CEVA,CEVA,2013,2019,1,8.8,96.00%,8.4,0.14,0.212,4,,Measured,"1,567",CHF,2016,0.68,1065.56,121.1,1.334248584,"1,421.7",161.6,Plan,https://www.ceva.ch/2017/05/11/financement-et-organisation/?b=https://www.ceva.ch/category/projet,,,,
UA,Kyiv,M3,M3 to Vynohradar,2018,2022,0,3.7,100.00%,3.7,0,0,2,,Plan,"5,993",UAH,2020,0.121,725.153,196.0,1.237308306,897.2,242.5,Media,https://www.unian.info/kiev/10350087-kyiv-metro-signs-contract-for-subway-line-construction-to-kyiv-s-vynohradar-district.html,,,,
UA,Kyiv,M4,M4,2021,2026,0,20,65.00%,13,0,0,13,,Trade,"2,000",USD,2023,3,6000,300.0,1.050957985,"6,305.7",315.3,Trade,http://www.globalconstructionreview.com/news/china-railway-completes-feasibility-study-kiev-met/,,,,
UA,Kharkiv,M3,M3 extension,2018,2024,0,3.5,100.00%,3.5,0,0,2,,Plan,382,EUR,2021,3.9,1489.8,425.7,1.181787652,"1,760.6",503.0,Trade,https://www.railwaygazette.com/vehicles/crrc-wins-kharkiv-metro-train-contract/56702.article,,,,
TW,Taipei,Sanying Line,Sanying Line,2016,2023,0,14.29,0.00%,0,0,0,12,,Plan,"50,200",TWD,2019,0.0664,3333.28,233.3,1.252572783,"4,175.2",292.2,Plan,https://www.dorts.ntpc.gov.tw/home.jsp?id=90&act=be4f48068b2b0031&dataserno=09b73a18932ab2e245b25cd63399a208,,,,
TW,Taipei,Danhai LRT,Danhai LRT,2014,2024,0,14,0.00%,0,0,0,20,,Wiki,"15,300",TWD,2016,0.0664,1015.92,72.6,1.334248584,"1,355.5",96.8,Media,https://focustaiwan.tw/society/202003240018,,,,
TW,Taipei,Circular Line,Circular Line first section,2011,2020,0,15.4,7.00%,1.1,0,0,14,,Measured,"69,970",TWD,2015,0.0664,4646.008,301.7,1.351080302,"6,277.1",407.6,Media,https://www.taiwannews.com.tw/en/news/3861624,,,,
TW,Taipei,Airport MRT,Airport MRT,2006,2017,0,51,21.00%,10.7,0,0,22,,Wiki,"113,850",TWD,2011,0.0664,7559.64,148.2,1.423625961,"10,762.1",211.0,Media,https://www.straitstimes.com/asia/east-asia/taipei-airport-rail-line-ready-to-roll,,,,
TW,Taipei,Taoyuan MRT Green Line,Taoyuan MRT Green Line,2019,2026,0,27.8,45.00%,12.5,0,0,21,,Media,"98,264",TWD,2022,0.0664,6524.7296,234.7,1.094220157,"7,139.5",256.8,Plan,https://dorts.tycg.gov.tw/en/business/mrt-green-line,,,,
TW,Taipei,Taoyuan MRT Brown Line,Taoyuan MRT Brown Line,2019,,0,11.5,0.00%,0,0,0,8,,Plan,"19,558",TWD,2020,0.0664,1298.6512,112.9,1.237308306,"1,606.8",139.7,Plan,https://dorts.tycg.gov.tw/en/business/mrt-brown-line,,,,
TW,Taipei,Taoyuan Underground,Taoyuan Underground,2019,2030,1,17.9,100.00%,17.9,0,0,8,,Wiki,"105,600",TWD,2024,0.0664,7011.84,391.7,1.020848675,"7,158.0",399.9,Media,https://www.cna.com.tw/news/firstnews/201908150041.aspx,,,,
TW,Kaohsiung,Red and Orange Lines,Red and Orange Lines,2001,2008,0,43,74.00%,31.8,0,0,38,,Measured,"181,300",TWD,2004,0.0664,12038.32,280.0,1.695230281,"20,407.7",474.6,Trade,https://www.railjournal.com/in_depth/taiwan-transit-in-transition,,,,
TW,Kaohsiung,Urban Railway Underground,Urban Railway Underground,2008,2018,1,15.4,100.00%,15.4,0,0,10,,Plan,"99,870",TWD,2013,0.0664,6631.368,430.6,1.374627077,"9,115.7",591.9,Plan,https://www.rb.gov.tw/en/showpage.php?lmenuid=24&smenuid=154,,,,
TW,Tainan,Underground Project,Underground Project,2019,2024,1,8.2,100.00%,8.2,0,0,3,,Plan,"29,360",TWD,2021,0.0664,1949.504,237.7,1.181787652,"2,303.9",281.0,Plan,https://www.rb.gov.tw/en/showpage.php?lmenuid=24&smenuid=159,,,,
TW,Taichung,Green Line,Green Line,2010,2020,0,16.7,0.00%,0,0,0,18,,Plan,"59,337",TWD,2015,0.0664,3939.9768,235.9,1.351080302,"5,323.2",318.8,Plan,https://www.rb.gov.tw/en/showpage.php?lmenuid=24&smenuid=75,,,,
AU,Perth,Forrestfield-Airport Link,Forrestfield-Airport Link,2016,2021,1,8.5,100.00%,8.5,0,0,3,,Plan,"1,860",AUD,2018,0.69,1283.4,151.0,1.275269108,"1,636.7",192.6,Plan,https://www.forrestfieldairportlink.wa.gov.au/Portals/14/Project%20Overview%20Fact%20Sheet%20-%20Dec18%20WEB.pdf,,,,
JP,Tokyo,Yurikamome,Yurikamome,1988,1995,0,12,0.00%,0,0,0,12,,Trade,"170,200",JPY,1991,0.0054,919.08,76.6,2.351167401,"2,160.9",180.1,Trade,http://www.ejrcf.or.jp/jrtr/jrtr30/pdf/s42_aok.pdf,,,,
AR,Buenos Aires,RER,RER,2020,2026,1,20,100.00%,20,0,0,4,,Media,"2,300",USD,2023,2.02,4646,232.3,1.050957985,"4,882.8",244.1,Media,https://tn.com.ar/economia/el-gobierno-relanzo-el-rer-el-proyecto-para-conectar-los-trenes-del-area-metropolitana_856411,,,,
DE,Nuremberg,U3,U3 extension to Grossreuth,2014,2020,0,1.1,100.00%,1.1,0,0,1,90,Plan,69,EUR,2017,1.3,89.7,81.5,1.306417265,117.2,106.5,Media,https://www.nuernberg.de/presse/mitteilungen/presse_68381.html,,,,
DE,Cologne,North-South Stadtbahn,North-South Stadtbahn,2003,2015,0,4,100.00%,4,0,0,6,,Wiki,"1,040",EUR,2009,1.3,1352,338.0,1.492651617,"2,018.1",504.5,Plan,https://www.nord-sued-stadtbahn.de/projekt/gruende/hintergruende/index.html,,,,
DE,Berlin,U8,U8 to Wittenau,1985,1994,0,3.6,100.00%,3.6,0,0,4,100,Wiki,520,EUR,2020,1.3,676,187.8,1.237308306,836.4,232.3,Trade,https://signalarchiv.de/Meldungen/10003834,,,,
DE,Berlin,U2,U2 to Pankow,1997,2000,0,0.8,100.00%,0.8,0,0,1,100,Media,54,EUR,1998,1.3,70.2,87.8,1.964595092,137.9,172.4,Media,https://www.berliner-zeitung.de/endspurt-auf-der-baustelle-die-strecke-von-vinetastrasse-nach-bahnhof-pankow-wird-puenktlich-fertig-und-billiger-u-bahn-linie-2-ab-sonnabend-sind-die-pankower-am-zug-li.33430,,,,
DE,Frankfurt,U-Bahn Europaviertel,U-Bahn Europaviertel,2019,2025,0,2.7,52.00%,1.4,0,0,4,,Measured,374,EUR,2022,1.3,485.55,179.8,1.094220157,531.3,196.8,Media,https://www.fnp.de/frankfurt/frankfurt-u-bahn-u5-verlaengerung-spaeter-teurer-wegen-eva-zr-13449222.html,,,,
PE,Lima,Line 2,Line 2,2014,2025,0,35,100.00%,35,0,0,35,,Trade,"5,836",USD,2019,1.9,11088.4,316.8,1.252572783,"13,889.0",396.8,Plan,https://projects.worldbank.org/en/projects-operations/project-detail/P145610,,,,
MY,Kuala Lumpur,Kajang Line,Kajang Line,2012,2017,0,51,19.00%,9.5,0,0,31,,Wiki,"21,000",MYR,2014,0.7,14700,288.2,1.352684002,"19,884.5",389.9,Media,https://www.nst.com.my/news/nation/2017/07/258054/sbk-mrt-proud-achievement-which-will-save-commuters-cost-time-pm,,,,
MY,Kuala Lumpur,Putrajaya Line (MRT 2),Putrajaya Line (MRT 2),2016,2023,0,52.2,26.00%,13.5,0,0,41,,Wiki,"30,530",MYR,2019,0.7,21371,409.4,1.252572783,"26,768.7",512.8,Media,https://www.thestar.com.my/business/business-news/2020/01/17/mrt-2-at-70-completion-guan-eng-says,,,,
TR,Istanbul,M2,M2,1992,2014,0,23.5,91.49%,21.5,0,0,17,180,Plan,"2,510",USD,2003,2,5020,213.6,1.740375,"8,736.7",371.8,Plan,"https://rayhaberleri.wordpress.com/1998/10/22/proje-bilgisi-taksim-yenikapi-metro-hatti/, https://rayhaber.com/2009/02/proje-bilgisi-halic-metro-gecis-koprusu-insaati/, https://rayhaber.com/2004/10/proje-bilgisi-istanbul-metrosu-4-levent-ayazaga-kesimi-depo-sahasi-ve-baglanti-hatlari-insaat-isi/",,,,
TR,Istanbul,M3,M3 Phase 1,2006,2013,0,16.1,100.00%,15.9,0,0,11,180,Media,"1,344",USD,2010,1.6,2150.4,133.6,1.468563121,"3,158.0",196.1,Media,https://www.sabah.com.tr/Gundem/2013/06/14/istanbula-yeni-metro,,,,
TR,Istanbul,M4,M4 Phase 1,2005,2012,0,21.7,100.00%,21.7,0,0,16,180,Plan,"1,299",USD,2009,1.7,2208.3,101.8,1.492651617,"3,296.2",151.9,Media,https://railturkey.org/2016/10/15/kadikoy-kartal-tavsantepe-metro-m4/2/,,,,
TR,Istanbul,M4,M4 Phase 2,2013,2016,0,4.4,100.00%,4.4,0,0,3,180,Media,151,USD,2015,2.3,347.3,78.9,1.351080302,469.2,106.6,Media,https://railturkey.org/2016/10/15/kadikoy-kartal-tavsantepe-metro-m4/2/,,,,
TR,Istanbul,M5,M5 Phase 1,2011,2018,0,19.7,100.00%,19.7,0,0,16,140,Plan,866,USD,2015,2.3,1991.8,101.1,1.351080302,"2,691.1",136.6,Media,http://www.uskudarumraniyecekmekoymetrosu.com/ana-sayfa/projenin-tarihcesi.aspx,,,,
TR,Istanbul,Marmaray,BC1,2004,2013,1,13.6,100.00%,13.6,0,0,4,225,Plan,"1,823",USD,2009,1.7,3099.1,227.9,1.492651617,"4,625.9",340.1,Plan,,,,,
TR,Istanbul,Marmaray,CR3,2011,2019,1,63,0.00%,0,0,0,36,225,Plan,"1,298",USD,2015,2.3,2985.4,47.4,1.351080302,"4,033.5",64.0,Trade,https://www.railwaygazette.com/infrastructure/marmaray-upgrading-works-resume/43921.article,,,,
TR,Istanbul,M7,M7 Phase1-2,2014,2024,0,23.75,96.21%,22.85,0,0,19,180,Plan,896,USD,2019,3,2688,113.2,1.252572783,"3,366.9",141.8,Media,https://rayhaber.com/2015/05/kabatas-mecidiyekoy-mahmutbey-metro-hatti-projesi-elektromekanik-sistemler-temin-montaj-ve-isletmeye-alma-isleri-ihalesini-kazanan-alsim-alarko-ile-sozlesme-imzalandi/,,,,
TR,Izmir,M1,M1 (Phase 1),1995,2000,0,11.6,29.31%,3.4,0,0,10,,Plan,600,USD,1998,2,1200,103.4,1.964595092,"2,357.5",203.2,Media,https://www.hurriyet.com.tr/ege/metroluyuz-39155285,,,,
TR,Izmir,M1,M1  (Phase 2),2005,2014,0,5.35,100.00%,5.35,0,0,6,,Plan,252,TRY,2010,1.1,277.2,51.8,1.468563121,407.1,76.1,Plan,https://www.uab.gov.tr/uploads/pages/kutuphane/d38e678334e19c8.pdf,,,,
TR,Izmir,M1,M1 (Phase 3),2010,2012,0,2.25,100.00%,2.25,0,0,2,,Plan,106,TRY,2011,1,106,47.1,1.423625961,150.9,67.1,Plan,https://www.uab.gov.tr/uploads/pages/kutuphane/d38e678334e19c8.pdf,,,,
TR,Ankara,M4,M4,2003,2017,0,9.22,100.00%,9.22,0,0,9,,Plan,"1,000",TRY,2010,1.1,1100,119.3,1.468563121,"1,615.4",175.2,Media,https://www.cnnturk.com/turkiye/efsanevi-kecioren-metrosu-aciliyor,,,,
TR,Bursa,Bursaray,Bursaray,1997,2014,0,39,16.03%,6.25,0,0,38,,Media,425,EUR,2006,2.1,892.5,22.9,1.5884375,"1,417.7",36.4,Media,"https://rayhaber.com/2011/04/en-hesapli-bursaray-ihalesi-kestel-etabinin-kilometre-maliyeti-universite-etabinin-ucte-biri/, https://rayhaberpozitif.wordpress.com/tag/hasim-iscan-caddesi/, https://www.haberler.com/bursaray-kestel-hattinin-temeli-atildi-insaat-1-5-2901776-haberi/",,,,
CN,Beijing,Line 4,Line 4,2004,2009,0,28.2,95.17%,26.837,0,0,24,117,Media,"15,380.00",CNY,2005,0.3519,5412.22,191.9,1.639677419,"8,874.3",314.7,Media,http://zizhan.mot.gov.cn/zhuantizhuanlan/qita/quanqiuhuanjingjijin/zhishigongxiang/201601/P020160125565596507649.pdf,,,,
CN,Beijing,Capital Airport Express,Capital Airport Express west extenion,2016,2020,0,1.83,100%,1.83,,,1,68,,"1,800.00",CNY,2018,0.2370,426.60,233.1,1.275269108,544.0,297.3,Media,https://new.qq.com/omn/20210301/20210301A0E4JW00.html,,,,
CN,Beijing,Line 13,Line 13,1999,2003,0,40.85,0.00%,0,13.855,26.995,17,117,Wikiland,"6,570.00",CNY,1999,0.3670,2411.19,59.0,1.922142857,"4,634.7",113.5,Media,http://www.wikiwand.com/zh-sg/%E5%8C%97%E4%BA%AC%E5%9C%B0%E9%93%8113%E5%8F%B7%E7%BA%BF,,,,
CN,Shanghai,Line 1,Line 1 (Shanghai Railway Station to Jinjiang Park),1990,1995,0,16.1,,,#N/A,#N/A,13,,Wiki,"5,390.00",CNY,1995,0.3650,1967.35,122.2,2.101240157,"4,133.9",256.8,Media,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A1%E5%8F%B7%E7%BA%BF,,,,
CN,Shanghai,Line 2,Line 2 Phase 1,1995,1999,0,16.3,100.00%,16.3,0,0,12,,Wiki,"12,400.00",CNY,1995,0.3650,4526.00,277.7,2.101240157,"9,510.2",583.4,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A2%E5%8F%B7%E7%BA%BF,,,,
CN,Shanghai,Line 2,Line 2 Eastern Extension 1,1999,2000,0,2.72,31.99%,0.87,0.305,1.5718,1,,Wiki,314.77,CNY,1999,0.3670,115.52,42.5,1.922142857,222.0,81.6,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A2%E5%8F%B7%E7%BA%BF,,,,
CN,Shanghai,Line 2,Line 2 Western Extension 1,2001,2006,0,6.155,100.00%,6.155,0,0,4,,Wiki,"3,488.42",CNY,2004,0.3550,1238.39,201.2,1.695230281,"2,099.4",341.1,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A2%E5%8F%B7%E7%BA%BF,,,,
CN,Shanghai,Line 2,Line 2 Eastern Extension 2,2006,2010,0,30.8,69.81%,21.5,8.565,0.983,10,,Measured,"11,032.00",CNY,2008,0.3150,3475.08,112.8,1.487341096,"5,168.6",167.8,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A2%E5%8F%B7%E7%BA%BF,,,,
CN,Shanghai,Line 2,Line 2 Western Extension 2,,2010,0,8.53,,,#N/A,#N/A,3,,Wiki,"2,500.00",CNY,2010,0.3000,750.00,87.9,1.468563121,"1,101.4",129.1,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A2%E5%8F%B7%E7%BA%BF,,,,
CN,Shanghai,Line 3,Line 3,1997,2000,0,24.975,0.00%,0,21.605,3.375,,,Wiki,"9,378.00",CNY,1998,0.3570,3347.95,134.1,1.964595092,"6,577.4",263.4,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A3%E5%8F%B7%E7%BA%BF,,,,
CN,Shanghai,Line 3,Line 3 Northern Extension,,2006,0,15.365,12.88%,1.979,13.395,0.1306,10,,Wiki,"3,500.00",CNY,2006,0.3490,1221.50,79.5,1.5884375,"1,940.3",126.3,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A3%E5%8F%B7%E7%BA%BF,,,,
CN,Shanghai,Line 4,Line 4 Phase 1,,2005,0,22.032,94.33%,20.782,1.285,0.0368,9,,Wiki,"12,600.00",CNY,2005,0.3519,4433.94,201.3,1.639677419,"7,270.2",330.0,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A4%E5%8F%B7%E7%BA%BF,,,,
CN,Shanghai,Line 5,Line 5 Phase 1,2000,2002,0,17.206,0.00%,0,16.7,0.51,11,,Wiki,"3,437.00",CNY,2001,0.3680,1264.82,73.5,1.808181818,"2,287.0",132.9,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A5%E5%8F%B7%E7%BA%BF,,,,
CN,Shanghai,Line 5,Line 5 Southern Extension,2014,2018,0,19.628,39.47%,7.747,11.9743,0,9,,Wiki,"10,619.00",CNY,2016,0.2510,2665.37,135.8,1.334248584,"3,556.3",181.2,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A5%E5%8F%B7%E7%BA%BF,,,,
CN,Shanghai,Line 7,Line 7 Phase 1,2005,2009,0,34.388,100.00%,34.388,0,0,28,,Wiki,"18,700.00",CNY,2007,0.3330,6227.10,181.1,1.544448303,"9,617.4",279.7,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A7%E5%8F%B7%E7%BA%BF,,,,
CN,Shanghai,Line 7,Line 7 Northern Extension,2009,2011,0,9.978,70.25%,7.01,2.515,0.479,5,,Wiki,"3,157.00",CNY,2010,0.3000,947.10,94.9,1.468563121,"1,390.9",139.4,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A7%E5%8F%B7%E7%BA%BF,,,,
CN,Shanghai,Line 8,Line 8 Phase 2,,2009,0,14.44,57.06%,8.24,6.2092,0,8,,Wiki,"5,332.00",CNY,2009,0.3170,1690.24,117.1,1.492651617,"2,522.9",174.7,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A8%E5%8F%B7%E7%BA%BF,,,,
CN,Shanghai,Line 9,Line 9 Phase 1,,2008,0,30.687,48.17%,14.782,15.9588,0,13,,Wiki,"19,000.00",CNY,2008,0.3150,5985.00,195.0,1.487341096,"8,901.7",290.1,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A9%E5%8F%B7%E7%BA%BF,,,,
CN,Shanghai,Line 9,Line 9 Phase 2,2005,2009,0,14.5,100.00%,14.5,0,0,10,,Wiki,"8,940.00",CNY,2007,0.3330,2977.02,205.3,1.544448303,"4,597.9",317.1,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A9%E5%8F%B7%E7%BA%BF,,,,
CN,Shanghai,Line 9,Line 9 Phase 3,2009,2012,0,5.372,100.00%,5.372,0,0,,,Wiki,"2,800.00",CNY,2010,0.3000,840.00,156.4,1.468563121,"1,233.6",229.6,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A9%E5%8F%B7%E7%BA%BF,,,,
CN,Shanghai,Line 9,Line 9 Phase 3 Eastern Extension,2013,2017,0,13.828,100%,13.828,,,9,138,,"12,713.00",CNY,2015,0.2580,3279.95,237.2,1.351080302,"4,431.5",320.5,Plan,https://www.pudong.gov.cn/zwgkupfiles/temp/2021-11-10/2c4b9a67-37b0-4046-a0ca-7cdc4d3b0d27/46%E5%8F%B7.pdf,https://web.archive.org/web/20201108201629/http://news.sina.com.cn/o/2017-12-27/doc-ifyqchnr6135266.shtml,,,
CN,Shanghai,Line 10,Line 10 Phase 1,2005,2010,0,36.221,100.00%,36.221,0,0,31,138,Wiki,"23,784.00",CNY,2007,0.3330,7920.07,218.7,1.544448303,"12,232.1",337.7,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A10%E5%8F%B7%E7%BA%BF,,,,
CN,Shanghai,Line 11,Line 11 Phase 1,2007,2009,0,46.008,47.11%,21.676,24.3853,0,21,,Wiki,"18,950.00",CNY,2008,0.3150,5969.25,129.7,1.487341096,"8,878.3",193.0,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A11%E5%8F%B7%E7%BA%BF,,,,
CN,Shanghai,Line 11,Line 11 Phase 2,,2013,0,22.886,,,#N/A,#N/A,13,,Wiki,"12,965.00",CNY,2013,0.2730,3539.45,154.7,1.374627077,"4,865.4",212.6,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A11%E5%8F%B7%E7%BA%BF,,,,
CN,Shanghai,Line 11,Line 11 Huaqiao,,2013,0,6,0.00%,0,6,0,3,,Wiki,"1,849.00",CNY,2013,0.2730,504.78,84.1,1.374627077,693.9,115.6,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A11%E5%8F%B7%E7%BA%BF,,,,
CN,Xuzhou,Line 3,Line 3 Phase 2,4 years,,0,6.5,100.00%,6.5,0,0,5,,Plan,"5,015.40",CNY,2020,0.2390,1198.68,184.4,1.237308306,"1,483.1",228.2,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202002/P020200210345113822478.pdf,,,,
CN,Xuzhou,Line 4,Line 4 Phase 1,2021,,0,26.2,100%,26.2,,,19,117,,"18,470.00",CNY,2021,0.2390,4414.33,168.5,1.181787652,"5,216.8",199.1,Trade,http://www.rail-transit.com/project/show.php?itemid=510,,,,
CN,Xuzhou,Line 5,Line 5 Phase 1,5 years,,0,24.6,100.00%,24.6,0,0,20,,Plan,"16,830.00",CNY,2020,0.2390,4022.37,163.5,1.237308306,"4,976.9",202.3,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202002/P020200210345113822478.pdf,,,,
CN,Xuzhou,Line 6,Line 6 Phase 1,2021,,0,22.912,100%,22.912,,,16,117,Trade,"19,157.00",CNY,2021,0.2390,4578.52,199.8,1.181787652,"5,410.8",236.2,Trade,http://www.rail-transit.com/project/show.php?itemid=328,,,,
CN,Shenzhen,Line 6,Line 6 Phase 1,2015,2020,0,37.626,34.58%,13.01,24.8358,0,20,138,Plan,"16,800.00",CNY,2017,0.2390,4015.20,106.7,1.306417265,"5,245.5",139.4,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201707/W020190905497930956563.pdf,,,,
CN,Shenzhen,Line 6,Line 6 (feeder),2018,2022,0,6.13,86.54%,5.305,0,0,4,,Media,"3,795.00",CNY,2018,0.2370,899.42,146.7,1.275269108,"1,147.0",187.1,Plan,http://fgw.sz.gov.cn/zwgk/qt/tzgg/201902/P020190226346098115982.pdf; https://www.sohu.com/a/224155978_729676,,,,
CN,Shenzhen,Line 3,Line 3 Phase 4,,2022,0,9.35,79.36%,7.42,0,0,7,,Plan,"10,785.00",CNY,2020,0.2390,2577.62,275.7,1.237308306,"3,189.3",341.1,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201707/W020190905497930956563.pdf,,,,
CN,Shenzhen,Line 12,Line 12 Phase 2,2020,2022,0,8.05,100%,8.05,,,6,138,,"9,094.00",CNY,2021,0.2390,2173.47,270.0,1.181787652,"2,568.6",319.1,,https://huacheng.gz-cmc.com/pages/2020/09/02/12217064331742859f82edec5e61f9ff.html,,,,
CN,Shenzhen,Line 13,Line 13 Northern Extension,2021,,0,19.296,100%,19.296,,,11,184,,"27,880.00",CNY,2021,0.2390,6663.32,345.3,1.181787652,"7,874.6",408.1,Trade,http://www.rail-transit.com/project/show.php?itemid=537,,,,
CN,Shenzhen,Line 13,Line 13 Southern Extension,2020,2025,0,4.47,100.00%,4.47,0,0,3,,Plan,"4,962.00",CNY,2020,0.2390,1185.92,265.3,1.237308306,"1,467.3",328.3,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201707/W020190905497930956563.pdf,,,,
